年份,生源地,科类,批次,院校名称,专业名称,专业备注,最低分,最低位次,最高分,平均分
2023,上海,综合,本科批,湖北大学,工商管理类,工商管理类（含工商管理、市场营销、会计学、人力资源管理专业）,481,24317.0,0,484
2023,上海,综合,本科批,安徽师范大学,金融学类,金融工程（语种:不限在天门山校区）,481,24317.0,0,495
2023,上海,综合,本科批,温州大学,工业工程类,工业工程,481,24317.0,0,481
2023,上海,综合,本科批,安徽财经大学,物流管理与工程类,供应链管理,481,24317.0,0,490
2023,上海,综合,本科批,江西科技师范大学,中国语言文学类,汉语言文学（师范）,481,24317.0,0,485
2023,上海,综合,本科批,集美大学,金融学类,金融学,481,24317.0,0,486
2023,上海,综合,本科批,首都体育学院,新闻传播学类,新闻学（体育新闻方向）,481,24317.0,0,486
2023,上海,综合,本科批,延边大学,机械类,机械类（含机械设计制造及其自动化、农业机械化及其自动化专业。第一学年末分流）,481,24317.0,0,482
2023,上海,综合,本科批,华北理工大学,临床医学类,精神医学,482,24077.0,0,485
2023,上海,综合,本科批,新乡医学院,临床医学类,临床医学,482,24077.0,0,494
2023,上海,综合,本科批,延边大学,临床医学类,麻醉学,482,24077.0,0,486
2023,上海,综合,本科批,西南石油大学,马克思主义理论类,思想政治教育,482,24077.0,0,483
2023,上海,综合,本科批,上海电力大学,化学类,应用化学,482,24077.0,0,484
2023,上海,综合,本科批,首都体育学院,体育学类,运动人体科学（运动健康管理方向）,482,24077.0,0,482
2023,上海,综合,本科批,上海立信会计金融学院,电子商务类,电子商务（办学点文翔路校区；）,482,24077.0,0,485
2023,上海,综合,本科批,山东科技大学,计算机类,物联网工程,482,24077.0,0,485
2023,上海,综合,本科批,上海立信会计金融学院,工商管理类,工商管理（办学点文翔路校区；）,482,24077.0,0,487
2023,上海,综合,本科批,西南石油大学,工商管理类,会计学,482,24077.0,0,483
2023,上海,综合,本科批,上海立信会计金融学院,公共管理类,行政管理（办学点文翔路校区；）,482,24077.0,0,486
2023,上海,综合,本科批,哈尔滨医科大学,医学技术类,康复治疗学,482,24077.0,0,484
2023,上海,综合,本科批,温州大学,金融学类,金融工程,482,24077.0,0,485
2023,上海,综合,本科批,安徽师范大学,工商管理类,财务管理（语种:不限在天门山校区）,482,24077.0,0,484
2023,上海,综合,本科批,安徽师范大学,物流管理与工程类,供应链管理（语种:不限在天门山校区）,482,24077.0,0,484
2023,上海,综合,本科批,山东师范大学,金融学类,金融学类（含金融学、国际经济与贸易、经济学专业）,483,23814.0,0,487
2023,上海,综合,本科批,华侨大学,经济学类,经济学类（中美121双学位班，可接轨CFA金融分析师方向。金融学）（全英文教学专业。只录取有该专业志愿的考生）,483,23814.0,0,485
2023,上海,综合,本科批,华侨大学,外国语言文学类,英语（实行“1+3”两校区融合式培养，国家级一流本科专业）（语种:英语）,483,23814.0,0,485
2023,上海,综合,本科批,四川外国语大学,法学类,法学,483,23814.0,0,484
2023,上海,综合,本科批,浙江农林大学,工商管理类,工商管理（衣锦校区）,483,23814.0,0,483
2023,上海,综合,本科批,宁夏大学,金融学类,金融学,483,23814.0,0,486
2023,上海,综合,本科批,桂林电子科技大学,计算机类,软件工程,483,23814.0,0,484
2023,上海,综合,本科批,苏州科技大学,外国语言文学类,日语（办学点:石湖校区）,483,23814.0,0,484
2023,上海,综合,本科批,天津理工大学,计算机类,物联网工程,483,23814.0,0,488
2023,上海,综合,本科批,山西中医药大学,中药学类,中药学,483,23814.0,0,483
2023,上海,综合,本科批,安徽师范大学,电子信息类,电子信息工程,483,23814.0,0,488
2023,上海,综合,本科批,上海立信会计金融学院,物流管理与工程类,物流管理（办学点文翔路校区；）,483,23814.0,0,486
2023,上海,综合,本科批,安徽财经大学,经济与贸易类,经济与贸易类（含国际经济与贸易、贸易经济专业）,483,23814.0,0,485
2023,上海,综合,本科批,广西师范大学,中国语言文学类,汉语言文学（师范类）,483,23814.0,0,497
2023,上海,综合,本科批,上海电力大学,化工与制药类,化学工程与工艺,483,23814.0,0,487
2023,上海,综合,本科批,山东师范大学,新闻传播学类,新闻传播学类（含新闻学、网络与新媒体专业）,484,23581.0,0,484
2023,上海,综合,本科批,上海工程技术大学,化工与制药类,涂料工程,484,23581.0,0,486
2023,上海,综合,本科批,西安建筑科技大学,交通运输类,交通运输,484,23581.0,0,489
2023,上海,综合,本科批,上海工程技术大学,环境科学与工程类,环境工程（通过工程教育专业认证，国家级一流本科专业建设点）,484,23581.0,0,487
2023,上海,综合,本科批,温州大学,新闻传播学类,广告学,484,23581.0,0,485
2023,上海,综合,本科批,新疆大学,工商管理类,工商管理类（含工商管理、市场营销专业。工商管理专业为省级一流本科专业）,484,23581.0,0,484
2023,上海,综合,本科批,浙江农林大学,经济与贸易类,国际经济与贸易（衣锦校区）,484,23581.0,0,484
2023,上海,综合,本科批,天津理工大学,电子信息类,人工智能,484,23581.0,0,485
2023,上海,综合,本科批,成都医学院,医学技术类,医学检验技术（无色盲、色弱）,484,23581.0,0,486
2023,上海,综合,本科批,安徽财经大学,金融学类,金融学,484,23581.0,0,486
2023,上海,综合,本科批,延边大学,电子信息类,电子信息类（含电子信息工程、通信工程、计算机科学与技术专业。第一学年末分流）,484,23581.0,0,487
2023,上海,综合,本科批,山西中医药大学,医学技术类,康复治疗学,484,23581.0,0,484
2023,上海,综合,本科批,青海大学,金融学类,金融学,484,23581.0,0,484
2023,上海,综合,本科批,长沙理工大学,经济学类,数字经济,485,23334.0,0,486
2023,上海,综合,本科批,上海立信会计金融学院,法学类,法学（办学点上川路校区；）,485,23334.0,0,491
2023,上海,综合,本科批,南京审计大学,管理科学与工程类,信息管理与信息系统（中外合作办学）（中外合作办学）,485,23334.0,0,485
2023,上海,综合,本科批,上海电力大学,材料类,材料化学,485,23334.0,0,486
2023,上海,综合,本科批,天津理工大学,机械类,智能制造工程,485,23334.0,0,487
2023,上海,综合,本科批,安徽师范大学,中国语言文学类,汉语国际教育（语种:不限在天门山校区）,485,23334.0,0,491
2023,上海,综合,本科批,安徽师范大学,计算机类,计算机科学与技术,485,23334.0,0,486
2023,上海,综合,本科批,延边大学,工商管理类,工商管理类（含工商管理、会计学、市场营销专业。第一学年末分流）,485,23334.0,0,491
2023,上海,综合,本科批,山西中医药大学,中医学类,针灸推拿学,485,23334.0,0,490
2023,上海,综合,本科批,河南中医药大学,中西医结合类,中西医临床医学,485,23334.0,0,489
2023,上海,综合,本科批,杭州师范大学,护理学类,护理学,485,23334.0,0,486
2023,上海,综合,本科批,湖北大学,经济学类,经济学类（含经济学、金融学、数字经济、国际经济与贸易专业）,485,23334.0,0,486
2023,上海,综合,本科批,安徽农业大学,生物科学类,生物科学类（含生物科学、生物技术专业）,485,23334.0,0,488
2023,上海,综合,本科批,河南大学,公共管理类,公共管理类（含行政管理、劳动与社会保障专业）,486,23115.0,0,487
2023,上海,综合,本科批,集美大学,法学类,法学,486,23115.0,0,488
2023,上海,综合,本科批,河南大学,计算机类,软件工程,486,23115.0,0,492
2023,上海,综合,本科批,哈尔滨师范大学,外国语言文学类,英语（师范）（语种:英语）,486,23115.0,0,494
2023,上海,综合,本科批,山东师范大学,工商管理类,工商管理类（含工商管理、会计学专业）,486,23115.0,0,487
2023,上海,综合,本科批,河南大学,外国语言文学类,翻译（语种:英语）,486,23115.0,0,490
2023,上海,综合,本科批,宁夏医科大学,临床医学类,儿科学,486,23115.0,0,486
2023,上海,综合,本科批,长春理工大学,仪器类,测控技术与仪器,486,23115.0,0,486
2023,上海,综合,本科批,重庆医科大学,护理学类,护理学,486,23115.0,0,488
2023,上海,综合,本科批,上海工程技术大学,数学类,数据计算及应用,486,23115.0,0,488
2023,上海,综合,本科批,浙江财经大学,管理科学与工程类,管理科学与工程类（工程管理专业）,486,23115.0,0,487
2023,上海,综合,本科批,上海工程技术大学,航空航天类,飞行器制造工程（通过美国AABI认证，上海市一流本科专业建设点。建议男生报考）,486,23115.0,0,490
2023,上海,综合,本科批,河南大学,经济学类,经济统计学,486,23115.0,0,487
2023,上海,综合,本科批,汕头大学,法学类,法学,486,23115.0,0,487
2023,上海,综合,本科批,南京财经大学,管理科学与工程类,管理科学,486,23115.0,0,487
2023,上海,综合,本科批,安徽师范大学,新闻传播学类,新闻学（语种:不限在花津校区）,486,23115.0,0,488
2023,上海,综合,本科批,上海海洋大学,工商管理类,市场营销（中外合作）（中外合作办学）,486,23115.0,507,492
2023,上海,综合,本科批,燕山大学,金融学类,经济与金融,487,22878.0,0,489
2023,上海,综合,本科批,云南师范大学,马克思主义理论类,思想政治教育（师范）,487,22878.0,0,488
2023,上海,综合,本科批,上海海洋大学,管理科学与工程类,信息管理与信息系统（中外合作）（中外合作办学）,487,22878.0,502,492
2023,上海,综合,本科批,上海电力大学,环境科学与工程类,环境工程,487,22878.0,0,489
2023,上海,综合,本科批,山西医科大学,基础医学类,基础医学,487,22878.0,0,501
2023,上海,综合,本科批,湖北大学,管理科学与工程类,大数据管理与应用,487,22878.0,0,488
2023,上海,综合,本科批,浙江传媒学院,计算机类,电影制作,487,22878.0,0,496
2023,上海,综合,本科批,苏州科技大学,数学类,数学与应用数学（办学点:石湖校区）,487,22878.0,0,489
2023,上海,综合,本科批,杭州师范大学,管理科学与工程类,大数据管理与应用（大一、大二在下沙校区，大三起在仓前校区）,487,22878.0,0,489
2023,上海,综合,本科批,河南大学,工商管理类,工商管理,487,22878.0,0,490
2023,上海,综合,本科批,中国计量大学,管理科学与工程类,信息管理与信息系统,488,22656.0,0,489
2023,上海,综合,本科批,中国石油大学（北京）克拉玛依校区,统计学类,统计学,488,22656.0,0,489
2023,上海,综合,本科批,杭州师范大学,公共管理类,健康服务与管理（大一在下沙校区，大二起在仓前校区）,488,22656.0,0,489
2023,上海,综合,本科批,中国计量大学,计算机类,数据科学与大数据技术,488,22656.0,0,489
2023,上海,综合,本科批,中国计量大学,工业工程类,质量管理工程（卓越工程师方向）,488,22656.0,0,489
2023,上海,综合,本科批,西安外国语大学,外国语言文学类,日语,488,22656.0,0,490
2023,上海,综合,本科批,西安理工大学,材料类,材料科学与工程,488,22656.0,0,488
2023,上海,综合,本科批,中国计量大学,电子信息类,人工智能,488,22656.0,0,489
2023,上海,综合,本科批,浙江中医药大学,公共管理类,健康服务与管理,488,22656.0,0,492
2023,上海,综合,本科批,长春中医药大学,中医学类,针灸推拿学,488,22656.0,0,489
2023,上海,综合,本科批,中国计量大学,机械类,机械设计制造及其自动化,488,22656.0,0,490
2023,上海,综合,本科批,杭州师范大学,外国语言文学类,朝鲜语（大一、大二在下沙校区，大三起在仓前校区）,488,22656.0,0,489
2023,上海,综合,本科批,浙江财经大学,计算机类,计算机类（含人工智能、软件工程）（智能金融、信息管理与信息系统）（大数据智能专业）,488,22656.0,0,491
2023,上海,综合,本科批,杭州师范大学,电子商务类,电子商务（数字商务创新实验班）（大一、大二在下沙校区，大三起在仓前校区）,488,22656.0,0,490
2023,上海,综合,本科批,重庆交通大学,计算机类,计算机类（含计算机科学与技术、物联网工程专业）,489,22397.0,0,490
2023,上海,综合,本科批,江西师范大学,外国语言文学类,英语（英语单科成绩不低于115分）（语种:英语）,489,22397.0,0,489
2023,上海,综合,本科批,东北电力大学,电子信息类,电子信息工程,489,22397.0,0,489
2023,上海,综合,本科批,杭州师范大学,金融学类,金融工程（大一、大二在下沙校区，大三起在仓前校区）,489,22397.0,0,493
2023,上海,综合,本科批,杭州师范大学,机械类,工业设计（下沙校区）,489,22397.0,0,491
2023,上海,综合,本科批,上海工程技术大学,药学类,药物化学,489,22397.0,0,495
2023,上海,综合,本科批,中国计量大学,物理学类,物理学类（含应用物理学、声学专业）,489,22397.0,0,493
2023,上海,综合,本科批,新疆大学,机械类,机械类（含机械工程、材料成型及控制工程专业。机械工程专业为国家级一流本科专业）（语种:不限在博达校区）,489,22397.0,0,489
2023,上海,综合,本科批,上海体育大学,计算机类,数据科学与大数据技术,489,22397.0,0,497
2023,上海,综合,本科批,山东师范大学,法学类,法学,490,22166.0,0,495
2023,上海,综合,本科批,贵州中医药大学,中医学类,中医学,490,22166.0,0,491
2023,上海,综合,本科批,新疆大学,计算机类,数据科学与大数据技术（数学单科成绩不低于90分）（语种:不限在博达校区）,490,22166.0,0,490
2023,上海,综合,本科批,中国计量大学,仪器类,测控技术与仪器,490,22166.0,0,494
2023,上海,综合,本科批,河南大学,教育学类,教育学（师范类）,490,22166.0,0,491
2023,上海,综合,本科批,重庆师范大学,统计学类,统计学,490,22166.0,0,492
2023,上海,综合,本科批,中国计量大学,自动化类,自动化,490,22166.0,0,491
2023,上海,综合,本科批,中国计量大学,数学类,数学与应用数学,490,22166.0,0,490
2023,上海,综合,本科批,西安理工大学,水利类,水利水电工程,490,22166.0,0,490
2023,上海,综合,本科批,江西师范大学,新闻传播学类,新闻传播学类（含广告学、新闻学、广播电视学专业）,490,22166.0,0,490
2023,上海,综合,本科批,杭州师范大学,经济学类,经济学（大一、大二在下沙校区，大三起在仓前校区）,490,22166.0,0,494
2023,上海,综合,本科批,河南大学,心理学类,应用心理学（师范类）,490,22166.0,0,492
2023,上海,综合,本科批,曲阜师范大学,生物科学类,生物科学（师范类）,490,22166.0,0,496
2023,上海,综合,本科批,北京建筑大学,环境科学与工程类,环境科学与工程类（含环境科学）（碳减排碳中和、环境工程）（海绵城市建设、环境生态工程）（城市生态环境修复专业。无色盲、色弱）,490,22166.0,0,493
2023,上海,综合,本科批,广东药科大学,药学类,药学类（含药学、药物制剂、药物分析、药物化学专业）,490,22166.0,0,494
2023,上海,综合,本科批,温州大学,中国语言文学类,汉语言文学（创意中文实验班）,490,22166.0,0,490
2023,上海,综合,本科批,东北电力大学,自动化类,自动化,490,22166.0,0,490
2023,上海,综合,本科批,东北电力大学,计算机类,计算机科学与技术,490,22166.0,0,490
2023,上海,综合,本科批,湖州师范学院,生物科学类,生物科学（师范）,490,22166.0,0,492
2023,上海,综合,本科批,天津工业大学,金融学类,金融学,490,22166.0,0,493
2023,上海,综合,本科批,四川师范大学,教育学类,小学教育,490,22166.0,0,491
2023,上海,综合,本科批,浙江师范大学,教育学类,小学教育（中外合作办学）（师范。与美国堪萨斯大学合作办学。学费最终以物价部门审批结果为准）（中外合作办学）,490,22166.0,0,499
2023,上海,综合,本科批,青海大学,经济学类,经济学,491,21932.0,0,491
2023,上海,综合,本科批,江西师范大学,物理学类,物理学,491,21932.0,0,491
2023,上海,综合,本科批,西安理工大学,计算机类,数字媒体技术,491,21932.0,0,491
2023,上海,综合,本科批,中国计量大学,工商管理类,工商管理类（含工商管理、财务管理、市场营销专业）,491,21932.0,0,491
2023,上海,综合,本科批,山东师范大学,计算机类,计算机类（含计算机科学与技术、物联网工程、网络空间安全专业）,491,21932.0,0,494
2023,上海,综合,本科批,中国计量大学,公共管理类,行政管理,491,21932.0,0,491
2023,上海,综合,本科批,山东师范大学,管理科学与工程类,信息管理与信息系统,491,21932.0,0,491
2023,上海,综合,本科批,江苏大学,外国语言文学类,日语（语种:英语）,491,21932.0,0,491
2023,上海,综合,本科批,贵州大学,化工与制药类,化学工程与工艺（中外合作办学）（入校后不得申请转专业）（中外合作办学）,491,21932.0,0,494
2023,上海,综合,本科批,浙江中医药大学,计算机类,计算机科学与技术,491,21932.0,0,491
2023,上海,综合,本科批,中国计量大学,材料类,材料科学与工程,491,21932.0,0,495
2023,上海,综合,本科批,上海体育大学,工商管理类,工商管理类（含体育经济与管理、市场营销专业）,491,21932.0,0,495
2023,上海,综合,本科批,温州大学,法学类,法学,491,21932.0,0,492
2023,上海,综合,本科批,上海健康医学院,医学技术类,智能影像工程,491,21932.0,0,494
2023,上海,综合,本科批,中国医科大学,药学类,药物制剂（中外合作办学）（外语单科成绩不低于105分）（中外合作办学）,491,21932.0,0,494
2023,上海,综合,本科批,上海健康医学院,公共卫生与预防医学类,食品卫生与营养学,491,21932.0,0,493
2023,上海,综合,本科批,云南师范大学,历史学类,历史学（师范）,491,21932.0,0,493
2023,上海,综合,本科批,浙江农林大学,食品科学与工程类,食品科学与工程,491,21932.0,0,491
2023,上海,综合,本科批,杭州师范大学,法学类,知识产权（大一、大二在下沙校区，大三起在仓前校区）,491,21932.0,0,492
2023,上海,综合,本科批,武汉科技大学,材料类,材料类（含材料化学、冶金工程、金属材料工程、无机非金属材料工程、材料成型及控制工程、能源与动力工程专业）,491,21932.0,0,495
2023,上海,综合,本科批,杭州师范大学,工商管理类,会计学（大一、大二在下沙校区，大三起在仓前校区）,491,21932.0,0,492
2023,上海,综合,本科批,沈阳航空航天大学,计算机类,计算机科学与技术,492,21695.0,0,492
2023,上海,综合,本科批,上海海洋大学,外国语言文学类,日语,492,21695.0,507,495
2023,上海,综合,本科批,浙江农林大学,化学类,应用化学,492,21695.0,0,492
2023,上海,综合,本科批,上海海洋大学,公共管理类,行政管理,492,21695.0,512,494
2023,上海,综合,本科批,昆明医科大学,药学类,临床药学,492,21695.0,0,492
2023,上海,综合,本科批,中国计量大学,环境科学与工程类,环境工程,492,21695.0,0,493
2023,上海,综合,本科批,中国计量大学,能源动力类,能源与动力工程,492,21695.0,0,493
2023,上海,综合,本科批,浙江师范大学,药学类,药学,492,21695.0,0,497
2023,上海,综合,本科批,杭州电子科技大学,中国语言文学类,汉语国际教育（语种:不限）,492,21695.0,0,0
2023,上海,综合,本科批,锦州医科大学,口腔医学类,口腔医学,492,21695.0,0,493
2023,上海,综合,本科批,杭州师范大学,计算机类,数据科学与大数据技术（大一在下沙校区，大二起在仓前校区）,492,21695.0,0,493
2023,上海,综合,本科批,华侨大学,法学类,法学（国家级一流本科专业）,492,21695.0,0,492
2023,上海,综合,本科批,湖州师范学院,马克思主义理论类,思想政治教育（师范）,492,21695.0,0,497
2023,上海,综合,本科批,石河子大学,临床医学类,临床医学,492,21695.0,0,495
2023,上海,综合,本科批,浙江工商大学,环境科学与工程类,环境科学与工程类（含环境科学、环境工程专业）,493,21430.0,0,494
2023,上海,综合,本科批,上海海洋大学,物流管理与工程类,物流管理,493,21430.0,504,495
2023,上海,综合,本科批,温州医科大学仁济学院,口腔医学类,口腔医学,493,21430.0,0,500
2023,上海,综合,本科批,上海海洋大学,社会学类,社会工作,493,21430.0,513,496
2023,上海,综合,本科批,浙江理工大学,公共管理类,行政管理（临平校区）,493,21430.0,0,493
2023,上海,综合,本科批,安徽财经大学,工商管理类,会计学,493,21430.0,0,497
2023,上海,综合,本科批,江苏大学,工商管理类,工商管理,493,21430.0,0,498
2023,上海,综合,本科批,浙江理工大学,工商管理类,工商管理类（含会计学、工商管理、人力资源管理专业）（下沙校区）,493,21430.0,0,493
2023,上海,综合,本科批,中国计量大学,金融学类,金融学类（含金融工程、国际经济与贸易专业。外语单科成绩不低于100分）,493,21430.0,0,493
2023,上海,综合,本科批,浙江农林大学,统计学类,应用统计学,493,21430.0,0,493
2023,上海,综合,本科批,上海电力大学,机械类,机械电子工程,493,21430.0,0,498
2023,上海,综合,本科批,上海电力大学,数学类,信息与计算科学,493,21430.0,0,494
2023,上海,综合,本科批,上海电力大学,电子信息类,光电信息科学与工程,493,21430.0,0,497
2023,上海,综合,本科批,上海电力大学,管理科学与工程类,工程管理,493,21430.0,0,497
2023,上海,综合,本科批,上海电力大学,仪器类,测控技术与仪器,493,21430.0,0,498
2023,上海,综合,本科批,昆明医科大学海源学院,口腔医学类,口腔医学（无色盲、色弱）,493,21430.0,0,493
2023,上海,综合,本科批,上海电力大学,物理学类,应用物理学,493,21430.0,0,495
2023,上海,综合,本科批,上海电力大学,能源动力类,能源服务工程,494,21165.0,0,501
2023,上海,综合,本科批,东北电力大学,能源动力类,能源与动力工程,494,21165.0,0,494
2023,上海,综合,本科批,山西大学,哲学类,哲学类（含哲学、伦理学专业）,494,21165.0,0,494
2023,上海,综合,本科批,淮北师范大学,中国语言文学类,汉语言文学（师范）,494,21165.0,0,494
2023,上海,综合,本科批,重庆师范大学,外国语言文学类,英语（师范类）（语种:英语）,494,21165.0,0,501
2023,上海,综合,本科批,广东医科大学,公共卫生与预防医学类,预防医学（无色盲、色弱）,494,21165.0,0,498
2023,上海,综合,本科批,新疆大学,数学类,信息与计算科学（数学单科成绩不低于90分。省级一流本科专业）（语种:不限在博达校区）,494,21165.0,0,494
2023,上海,综合,本科批,沈阳建筑大学,建筑类,城乡规划,494,21165.0,0,494
2023,上海,综合,本科批,上海电力大学,计算机类,智能科学与技术,494,21165.0,0,498
2023,上海,综合,本科批,新疆大学,经济与贸易类,国际经济与贸易（省级一流本科专业）,494,21165.0,0,494
2023,上海,综合,本科批,长沙理工大学,海洋工程类,船舶与海洋工程,494,21165.0,0,496
2023,上海,综合,本科批,浙江理工大学,纺织类,纺织类（含纺织工程、非织造材料与工程专业）（下沙校区）,494,21165.0,0,497
2023,上海,综合,本科批,浙江农林大学,林学类,园林,494,21165.0,0,494
2023,上海,综合,本科批,浙江理工大学,经济与贸易类,经济与贸易类（含经济学、金融学、国际经济与贸易专业）（下沙校区）,494,21165.0,0,495
2023,上海,综合,本科批,浙江师范大学,交通运输类,交通运输,494,21165.0,0,495
2023,上海,综合,本科批,西南石油大学,经济学类,经济学,494,21165.0,0,494
2023,上海,综合,本科批,江西师范大学,马克思主义理论类,思想政治教育,494,21165.0,0,498
2023,上海,综合,本科批,浙江财经大学,建筑类,建筑类（城乡规划专业）,494,21165.0,0,496
2023,上海,综合,本科批,江苏大学,物流管理与工程类,物流管理,495,20893.0,0,501
2023,上海,综合,本科批,青海大学,电气类,电气工程及其自动化,495,20893.0,0,495
2023,上海,综合,本科批,南京工业大学,经济与贸易类,国际经济与贸易,495,20893.0,0,495
2023,上海,综合,本科批,安徽师范大学,法学类,法学（语种:不限在天门山校区）,495,20893.0,0,498
2023,上海,综合,本科批,浙江财经大学,电子商务类,电子商务类（电子商务专业）,495,20893.0,0,500
2023,上海,综合,本科批,山东师范大学,哲学类,哲学,495,20893.0,0,495
2023,上海,综合,本科批,南通大学,教育学类,教育技术学（师范）,495,20893.0,0,498
2023,上海,综合,本科批,江苏大学,金融学类,金融学,495,20893.0,0,495
2023,上海,综合,本科批,西安外国语大学,金融学类,金融学,495,20893.0,0,495
2023,上海,综合,本科批,杭州师范大学,电子信息类,电子信息工程（大一在下沙校区，大二起在仓前校区）,495,20893.0,0,496
2023,上海,综合,本科批,中国计量大学,医学技术类,卫生检验与检疫,495,20893.0,0,495
2023,上海,综合,本科批,南京工业大学,外国语言文学类,英语,495,20893.0,0,497
2023,上海,综合,本科批,湖州师范学院,临床医学类,临床医学（无色盲、色弱）,495,20893.0,0,501
2023,上海,综合,本科批,上海立信会计金融学院,统计学类,应用统计学,495,20893.0,0,497
2023,上海,综合,本科批,青海大学,计算机类,计算机科学与技术,496,20653.0,0,496
2023,上海,综合,本科批,浙江财经大学,工商管理类,市场营销（中外合作办学）（中外合作办学）,496,20653.0,0,500
2023,上海,综合,本科批,南京工业大学,金融学类,金融学,496,20653.0,0,497
2023,上海,综合,本科批,河南大学,法学类,法学,496,20653.0,0,502
2023,上海,综合,本科批,浙江财经大学,外国语言文学类,外国语言文学类（含英语、日语、商务英语专业。外语单科成绩不低于105分）,496,20653.0,0,497
2023,上海,综合,本科批,浙江师范大学,工商管理类,工商管理类（含财务管理、电子商务、会计学、工商管理专业）,496,20653.0,0,498
2023,上海,综合,本科批,北京建筑大学,土木类,土木工程（新一代智慧建筑工程方向）,496,20653.0,0,496
2023,上海,综合,本科批,浙江农林大学,生物工程类,生物制药,496,20653.0,0,496
2023,上海,综合,本科批,中国计量大学,生物工程类,生物工程,496,20653.0,0,496
2023,上海,综合,本科批,苏州科技大学,生物科学类,生物技术（办学点:石湖校区）,496,20653.0,0,504
2023,上海,综合,本科批,青岛大学,经济学类,经济学（语种:不限在金家岭校区）,496,20653.0,0,496
2023,上海,综合,本科批,南京财经大学,公共管理类,行政管理,496,20653.0,0,501
2023,上海,综合,本科批,中国戏曲学院,戏剧与影视学类,戏剧影视文学（戏曲文学方向）,496,20653.0,0,496
2023,上海,综合,本科批,广东药科大学,公共卫生与预防医学类,预防医学,496,20653.0,0,500
2023,上海,综合,本科批,浙江财经大学,社会学类,社会工作,497,20398.0,0,497
2023,上海,综合,本科批,长沙理工大学,计算机类,计算机科学与技术,497,20398.0,0,498
2023,上海,综合,本科批,浙江财经大学,公共管理类,公共管理类（含劳动与社会保障、土地资源管理、行政管理、城市管理专业）,497,20398.0,0,498
2023,上海,综合,本科批,沈阳航空航天大学,航空航天类,飞行器动力工程,497,20398.0,0,497
2023,上海,综合,本科批,上海海洋大学,金融学类,金融学,497,20398.0,529,503
2023,上海,综合,本科批,哈尔滨医科大学,临床医学类,精神医学,497,20398.0,0,505
2023,上海,综合,本科批,上海海洋大学,经济与贸易类,国际经济与贸易,497,20398.0,507,500
2023,上海,综合,本科批,长沙理工大学,土木类,土木工程,497,20398.0,0,497
2023,上海,综合,本科批,上海体育大学,外国语言文学类,英语（语种:英语）,497,20398.0,0,503
2023,上海,综合,本科批,浙江中医药大学,医学技术类,医学实验技术（语种:不限第一学年在富春校区，第二学年起在滨文校区）,497,20398.0,0,497
2023,上海,综合,本科批,南京财经大学,计算机类,物联网工程,497,20398.0,0,500
2023,上海,综合,本科批,南京财经大学,社会学类,社会工作,497,20398.0,0,498
2023,上海,综合,本科批,南京财经大学,外国语言文学类,英语（语种:英语）,497,20398.0,0,500
2023,上海,综合,本科批,南京财经大学,工商管理类,工商管理（中外合作办学）（环境商务方向。第四年赴加拿大学习，费用按加方标准收取）（中外合作办学）,497,20398.0,0,503
2023,上海,综合,本科批,青岛大学,外国语言文学类,德语,497,20398.0,0,497
2023,上海,综合,本科批,南京工业大学,中国语言文学类,汉语国际教育,497,20398.0,0,498
2023,上海,综合,本科批,天津财经大学,经济学类,经济学,497,20398.0,0,499
2023,上海,综合,本科批,上海政法学院,外国语言文学类,俄语（外语语种为英语、俄语）,497,20398.0,0,498
2023,上海,综合,本科批,上海政法学院,电子商务类,电子商务及法律,497,20398.0,0,499
2023,上海,综合,本科批,上海政法学院,工商管理类,工商管理,497,20398.0,0,499
2023,上海,综合,本科批,哈尔滨师范大学,中国语言文学类,汉语言文学（师范）,497,20398.0,0,499
2023,上海,综合,本科批,山东第二医科大学,医学技术类,医学影像技术,497,20398.0,0,497
2023,上海,综合,本科批,西安理工大学,自动化类,自动化（卓越班）,497,20398.0,0,497
2023,上海,综合,本科批,重庆师范大学,电子信息类,电子信息科学与技术,498,20181.0,0,501
2023,上海,综合,本科批,西南石油大学,矿业类,石油工程,498,20181.0,0,500
2023,上海,综合,本科批,南京工业大学,工商管理类,会计学,498,20181.0,0,500
2023,上海,综合,本科批,武汉科技大学,建筑类,建筑类（含建筑学、城乡规划专业）,498,20181.0,0,500
2023,上海,综合,本科批,上海政法学院,中国语言文学类,汉语国际教育,498,20181.0,0,501
2023,上海,综合,本科批,上海政法学院,公共管理类,行政管理,498,20181.0,0,501
2023,上海,综合,本科批,南京财经大学,新闻传播学类,广告学,498,20181.0,0,499
2023,上海,综合,本科批,南京财经大学,旅游管理类,旅游管理,498,20181.0,0,499
2023,上海,综合,本科批,青岛大学,电气类,电气工程及其自动化（语种:不限在浮山校区）,498,20181.0,0,498
2023,上海,综合,本科批,上海政法学院,金融学类,经济与金融（上海市一流本科专业）,498,20181.0,0,501
2023,上海,综合,本科批,温州大学,心理学类,应用心理学（师范）,498,20181.0,0,498
2023,上海,综合,本科批,北京第二外国语学院,旅游管理类,会展经济与管理（外语单科成绩不低于90分。办学点：校本部；国际会展与赛事管理方向）,498,20181.0,0,502
2023,上海,综合,本科批,浙江财经大学,新闻传播学类,新闻传播学类（含广告学、网络与新媒体专业）,498,20181.0,0,498
2023,上海,综合,本科批,上海海洋大学,轻工类,包装工程,498,20181.0,502,499
2023,上海,综合,本科批,山东中医药大学,中药学类,中药学,499,19921.0,0,499
