年份,生源地,科类,批次,院校名称,专业名称,专业备注,最低分,最低位次,最高分,平均分
2023,上海,综合,本科批,兰州财经大学,工商管理类,会计学（语种:不限”1+2+1“中美试验班）,431,35904.0,0,432
2023,上海,综合,本科批,上海杉达学院,外国语言文学类,朝鲜语（一、二年级在嘉善校区，其他年级在金海校区；）,431,35904.0,0,431
2023,上海,综合,本科批,华北水利水电大学,统计学类,统计学,431,35904.0,0,434
2023,上海,综合,本科批,郑州轻工业大学,外国语言文学类,朝鲜语（语种:不限在东风校区）,431,35904.0,0,432
2023,上海,综合,本科批,泉州师范学院,外国语言文学类,英语（英语单科成绩不低于100分）（语种:英语）,431,35904.0,0,433
2023,上海,综合,本科批,辽宁工程技术大学,环境科学与工程类,环境工程,431,35904.0,0,432
2023,上海,综合,本科批,南京理工大学紫金学院,外国语言文学类,英语,431,35904.0,0,431
2023,上海,综合,本科批,南京理工大学紫金学院,经济与贸易类,国际经济与贸易,431,35904.0,0,432
2023,上海,综合,本科批,山东航空学院,机械类,机械设计制造及其自动化,431,35904.0,0,432
2023,上海,综合,本科批,湖南工程学院,计算机类,计算机科学与技术,431,35904.0,0,432
2023,上海,综合,本科批,郑州轻工业大学,工商管理类,市场营销（语种:不限在科学校区）,431,35904.0,0,432
2023,上海,综合,本科批,郑州轻工业大学,电子商务类,电子商务（语种:不限在科学校区）,431,35904.0,0,433
2023,上海,综合,本科批,兰州财经大学,中国语言文学类,汉语言文学,431,35904.0,0,432
2023,上海,综合,本科批,沈阳工程学院,电子信息类,电子信息工程,431,35904.0,0,434
2023,上海,综合,本科批,湘南学院,经济与贸易类,国际经济与贸易,431,35904.0,0,431
2023,上海,综合,本科批,九江学院,工商管理类,会计学,431,35904.0,0,434
2023,上海,综合,本科批,南昌工程学院,工商管理类,人力资源管理,431,35904.0,0,433
2023,上海,综合,本科批,沈阳农业大学,电子信息类,电子信息工程,431,35904.0,0,434
2023,上海,综合,本科批,江西农业大学,材料类,材料化学,431,35904.0,0,432
2023,上海,综合,本科批,宜春学院,工商管理类,财务管理,431,35904.0,0,431
2023,上海,综合,本科批,江苏科技大学苏州理工学院,外国语言文学类,英语,432,35697.0,0,434
2023,上海,综合,本科批,宜春学院,经济学类,数字经济,432,35697.0,0,433
2023,上海,综合,本科批,南昌医学院,金融学类,保险学,432,35697.0,444,438
2023,上海,综合,本科批,宜春学院,外国语言文学类,法语,432,35697.0,0,433
2023,上海,综合,本科批,沈阳农业大学,大气科学类,大气科学,432,35697.0,0,433
2023,上海,综合,本科批,湖南文理学院,经济与贸易类,国际经济与贸易,432,35697.0,0,433
2023,上海,综合,本科批,湖南文理学院,教育学类,学前教育（师范类）,432,35697.0,0,436
2023,上海,综合,本科批,中国民用航空飞行学院,测绘类,导航工程（含导航应用与规划、空管保障设施方向）（语种:不限在校本部）,432,35697.0,0,434
2023,上海,综合,本科批,哈尔滨师范大学,电子信息类,电子信息科学与技术,432,35697.0,0,435
2023,上海,综合,本科批,齐鲁医药学院,药学类,化妆品科学与技术,432,35697.0,0,435
2023,上海,综合,本科批,哈尔滨商业大学,统计学类,统计学,432,35697.0,0,433
2023,上海,综合,本科批,湖南文理学院,电子商务类,电子商务及法律,432,35697.0,0,432
2023,上海,综合,本科批,云南民族大学,计算机类,数据科学与大数据技术（不能准确识别颜色者不取）,432,35697.0,0,432
2023,上海,综合,本科批,天津职业技术师范大学,自动化类,自动化,432,35697.0,0,434
2023,上海,综合,本科批,湖南理工学院,自动化类,自动化,432,35697.0,0,433
2023,上海,综合,本科批,湖南理工学院,机械类,材料成型及控制工程,432,35697.0,0,433
2023,上海,艺术类,艺术类本科批,湖南科技学院,音乐与舞蹈学类,音乐学（统考阶段）,432,,447,440
2023,上海,综合,本科批,四川轻化工大学,旅游管理类,旅游管理,432,35697.0,0,432
2023,上海,综合,本科批,大理大学,工商管理类,工商管理类（含工商管理、财务管理专业）,432,35697.0,0,435
2023,上海,综合,本科批,湖南科技学院,新闻传播学类,网络与新媒体,432,35697.0,437,435
2023,上海,综合,本科批,四川轻化工大学,工商管理类,人力资源管理,432,35697.0,0,432
2023,上海,综合,本科批,常州工学院,电子商务类,电子商务,432,35697.0,0,436
2023,上海,综合,本科批,兰州财经大学,经济学类,经济统计学,432,35697.0,0,436
2023,上海,综合,本科批,兰州财经大学,金融学类,金融学,432,35697.0,0,433
2023,上海,综合,本科批,南京师范大学泰州学院,公共管理类,行政管理,432,35697.0,0,433
2023,上海,综合,本科批,南京师范大学泰州学院,法学类,法学,432,35697.0,0,434
2023,上海,综合,本科批,天津城建大学,管理科学与工程类,管理科学与工程类（含工程管理、房地产开发与管理、工程造价专业）,432,35697.0,0,432
2023,上海,综合,本科批,沈阳理工大学,外国语言文学类,英语（语种:英语）,432,35697.0,0,432
2023,上海,综合,本科批,齐齐哈尔医学院,公共卫生与预防医学类,预防医学,432,35697.0,0,437
2023,上海,综合,本科批,井冈山大学,物理学类,物理学（师范）,432,35697.0,0,436
2023,上海,综合,本科批,延安大学,工商管理类,工商管理,432,35697.0,0,435
2023,上海,综合,本科批,辽宁工程技术大学,机械类,车辆工程（阜新校区玉龙校园）,432,35697.0,0,435
2023,上海,综合,本科批,沈阳建筑大学,电子信息类,人工智能,433,35473.0,0,433
2023,上海,综合,本科批,齐齐哈尔大学,中国语言文学类,中国语言文学类（含汉语言文学）（师范类、汉语言文学专业）,433,35473.0,0,433
2023,上海,综合,本科批,山东航空学院,工商管理类,财务管理,433,35473.0,0,435
2023,上海,综合,本科批,河北地质大学,新闻传播学类,广告学,433,35473.0,0,436
2023,上海,综合,本科批,齐齐哈尔大学,化工与制药类,化工与制药类（含化学工程与工艺、制药工程、能源化学工程专业）,433,35473.0,0,433
2023,上海,综合,本科批,湖南文理学院,金融学类,金融工程,433,35473.0,0,437
2023,上海,综合,本科批,山西农业大学,经济与贸易类,国际经济与贸易,433,35473.0,0,436
2023,上海,综合,本科批,桂林理工大学,新闻传播学类,新闻传播学类（含传播学、广告学专业）,433,35473.0,0,437
2023,上海,综合,本科批,大理大学,经济学类,经济学,433,35473.0,0,438
2023,上海,综合,本科批,东北石油大学,工商管理类,工商管理类（含工商管理、会计学、财务管理专业）,433,35473.0,0,434
2023,上海,综合,本科批,延安大学,社会学类,社会工作,433,35473.0,0,434
2023,上海,综合,本科批,南京理工大学紫金学院,公共管理类,公共事业管理,433,35473.0,0,434
2023,上海,综合,本科批,天津城建大学,建筑类,城乡规划,433,35473.0,0,433
2023,上海,综合,本科批,兰州交通大学,工商管理类,市场营销,433,35473.0,0,435
2023,上海,综合,本科批,陕西理工大学,经济学类,经济学,433,35473.0,0,435
2023,上海,综合,本科批,辽宁工程技术大学,法学类,法学（阜新校区中华路校园）,433,35473.0,0,437
2023,上海,综合,本科批,辽宁工程技术大学,测绘类,地理空间信息工程,433,35473.0,0,433
2023,上海,综合,本科批,南京理工大学紫金学院,计算机类,软件工程,433,35473.0,0,433
2023,上海,综合,本科批,湖南理工学院,外国语言文学类,朝鲜语,433,35473.0,0,433
2023,上海,综合,本科批,滁州学院,旅游管理类,旅游管理,433,35473.0,0,435
2023,上海,综合,本科批,北华航天工业学院,土木类,土木工程,433,35473.0,0,433
2023,上海,综合,本科批,北华航天工业学院,外国语言文学类,英语（语种:英语）,433,35473.0,0,433
2023,上海,综合,本科批,北华航天工业学院,经济与贸易类,国际经济与贸易,433,35473.0,0,433
2023,上海,综合,本科批,北方民族大学,中国语言文学类,汉语言文学,433,35473.0,0,433
2023,上海,综合,本科批,辽宁科技大学,化工与制药类,化学工程与工艺,433,35473.0,0,435
2023,上海,综合,本科批,西华师范大学,经济与贸易类,国际经济与贸易,433,35473.0,0,435
2023,上海,综合,本科批,淮南师范学院,金融学类,金融工程,433,35473.0,0,433
2023,上海,综合,本科批,兰州理工大学,电气类,电气工程及其自动化（语种:不限在彭家坪校区）,434,35259.0,0,438
2023,上海,综合,本科批,井冈山大学,数学类,数学与应用数学（师范）,434,35259.0,0,441
2023,上海,综合,本科批,兰州理工大学,管理科学与工程类,大数据管理与应用（语种:不限在彭家坪校区）,434,35259.0,0,434
2023,上海,综合,本科批,四川轻化工大学,金融学类,投资学,434,35259.0,0,434
2023,上海,综合,本科批,兰州理工大学,土木类,土木工程（语种:不限在彭家坪校区）,434,35259.0,0,435
2023,上海,综合,本科批,兰州理工大学,能源动力类,能源与动力工程（语种:不限在兰工坪校区）,434,35259.0,0,435
2023,上海,综合,本科批,北华航天工业学院,工商管理类,会计学,434,35259.0,0,434
2023,上海,综合,本科批,南昌工程学院,金融学类,投资学,434,35259.0,0,437
2023,上海,综合,本科批,东南大学成贤学院,工商管理类,市场营销,434,35259.0,0,434
2023,上海,综合,本科批,南昌工程学院,经济与贸易类,国际经济与贸易,434,35259.0,0,434
2023,上海,综合,本科批,上海杉达学院,公共管理类,劳动与社会保障（一、二年级在嘉善校区，其他年级在金海校区；（上海市一流本科专业建设点））,434,35259.0,0,438
2023,上海,综合,本科批,淮南师范学院,自动化类,轨道交通信号与控制,434,35259.0,0,434
2023,上海,综合,本科批,长沙学院,电子信息类,人工智能,434,35259.0,435,435
2023,上海,综合,本科批,赣南医科大学,心理学类,应用心理学（无色盲、色弱）,434,35259.0,0,434
2023,上海,综合,本科批,湖南工学院,物流管理与工程类,物流工程,434,35259.0,0,436
2023,上海,综合,本科批,南昌师范学院,电子商务类,电子商务,434,35259.0,0,434
2023,上海,综合,本科批,黑龙江大学,旅游管理类,旅游管理,434,35259.0,0,437
2023,上海,综合,本科批,云南民族大学,电气类,电气工程及其自动化,434,35259.0,0,434
2023,上海,综合,本科批,济宁学院,中国语言文学类,汉语言文学,434,35259.0,0,440
2023,上海,综合,本科批,北华大学,教育学类,小学教育,434,35259.0,0,440
2023,上海,综合,本科批,安徽医科大学临床医学院,临床医学类,临床医学（无色盲、色弱）,434,35259.0,0,438
2023,上海,综合,本科批,齐鲁医药学院,护理学类,护理学,434,35259.0,0,434
2023,上海,综合,本科批,太原科技大学,电气类,电气工程及其自动化（南校区）,434,35259.0,0,434
2023,上海,综合,本科批,太原科技大学,电子信息类,电子信息工程（南校区）,434,35259.0,0,434
2023,上海,综合,本科批,湖南文理学院,工商管理类,财务管理,434,35259.0,0,435
2023,上海,综合,本科批,湖南理工学院,新闻传播学类,广告学,434,35259.0,0,436
2023,上海,综合,本科批,桂林电子科技大学,外国语言文学类,英语（语种:英语）,434,35259.0,0,438
2023,上海,综合,本科批,湖南理工学院,计算机类,计算机科学与技术,434,35259.0,0,435
2023,上海,综合,本科批,赣南师范大学,物理学类,物理学,434,35259.0,0,434
2023,上海,综合,本科批,兰州财经大学,财政学类,税收学,434,35259.0,0,436
2023,上海,综合,本科批,辽宁科技大学,机械类,机械电子工程,434,35259.0,0,434
2023,上海,综合,本科批,兰州交通大学,经济与贸易类,国际经济与贸易,434,35259.0,0,435
2023,上海,综合,本科批,忻州师范学院,教育学类,学前教育,434,35259.0,0,434
2023,上海,综合,本科批,沈阳理工大学,机械类,机械电子工程,435,35051.0,0,435
2023,上海,综合,本科批,沈阳理工大学,金融学类,金融学,435,35051.0,0,435
2023,上海,综合,本科批,北华航天工业学院,计算机类,计算机科学与技术,435,35051.0,0,435
2023,上海,综合,本科批,南昌工程学院,物流管理与工程类,物流管理,435,35051.0,0,438
2023,上海,综合,本科批,辽宁科技大学,计算机类,物联网工程,435,35051.0,0,435
2023,上海,综合,本科批,上海商学院,电子商务类,电子商务（中外合作办学）（中外合作办学）,435,35051.0,0,443
2023,上海,综合,本科批,北华航天工业学院,机械类,材料成型及控制工程,435,35051.0,0,435
2023,上海,综合,本科批,湖州学院,电子信息类,光电信息科学与工程,435,35051.0,0,435
2023,上海,综合,本科批,湖州学院,机械类,机械设计制造及其自动化,435,35051.0,0,437
2023,上海,综合,本科批,南京师范大学泰州学院,中国语言文学类,汉语言文学,435,35051.0,0,439
2023,上海,综合,本科批,云南民族大学,民族学类,民族学,435,35051.0,0,435
2023,上海,综合,本科批,东南大学成贤学院,物流管理与工程类,物流管理,435,35051.0,0,435
2023,上海,综合,本科批,上海杉达学院,护理学类,护理学（办学点一年级在嘉善校区，其他年级在金海校区；（上海市一流本科专业建设点））,435,35051.0,0,445
2023,上海,综合,本科批,河南科技大学,经济与贸易类,国际经济与贸易,435,35051.0,0,436
2023,上海,综合,本科批,长沙学院,电气类,电气工程及其自动化,435,35051.0,438,437
2023,上海,综合,本科批,湖北中医药大学,管理科学与工程类,信息管理与信息系统,435,35051.0,0,435
2023,上海,综合,本科批,天津城建大学,测绘类,测绘工程,435,35051.0,0,435
2023,上海,综合,本科批,天津城建大学,电子信息类,人工智能,435,35051.0,0,435
2023,上海,综合,本科批,天津城建大学,机械类,智能制造工程,435,35051.0,0,435
2023,上海,综合,本科批,兰州理工大学,机械类,机械设计制造及其自动化（语种:不限在彭家坪校区）,435,35051.0,0,437
2023,上海,综合,本科批,沈阳建筑大学,机械类,智能制造工程,435,35051.0,0,435
2023,上海,综合,本科批,河北地质大学,外国语言文学类,法语,435,35051.0,0,437
2023,上海,综合,本科批,湖南工学院,化工与制药类,化学工程与工艺,435,35051.0,0,436
2023,上海,综合,本科批,湖南工学院,环境科学与工程类,环境工程,435,35051.0,0,436
2023,上海,综合,本科批,山东工商学院,工商管理类,人力资源管理,435,35051.0,0,435
2023,上海,综合,本科批,云南警官学院,法学类,法学,435,35051.0,0,439
2023,上海,综合,本科批,山西农业大学,植物生产类,园艺（含园艺、设施农业科学与工程）,435,35051.0,0,437
2023,上海,综合,本科批,赣南医科大学,公共管理类,公共事业管理,435,35051.0,0,436
2023,上海,综合,本科批,厦门大学嘉庚学院,电气类,电气工程及其自动化,435,35051.0,0,435
2023,上海,综合,本科批,南昌医学院,公共卫生与预防医学类,预防医学,435,35051.0,435,435
2023,上海,综合,本科批,锦州医科大学,体育学类,运动康复（中外合作办学）（只招肢体健康考生，有严重先天性循环系统疾病者不宜。具体身体方面要求详见院校招生章程）（中外合作办学）,436,34853.0,0,436
2023,上海,综合,本科批,南昌工程学院,计算机类,计算机科学与技术,436,34853.0,0,437
2023,上海,综合,本科批,西北民族大学,外国语言文学类,阿拉伯语（英语单科成绩不低于90分）（语种:英语）,436,34853.0,0,436
2023,上海,综合,本科批,南昌工程学院,管理科学与工程类,应急管理,436,34853.0,0,436
2023,上海,综合,本科批,河南农业大学,环境科学与工程类,环境生态工程,436,34853.0,0,441
2023,上海,综合,本科批,中国民用航空飞行学院,电子信息类,电子信息工程（航空电子设备维修方向。原则上只招男生，不建议女生报考）（语种:不限在德阳校区）,436,34853.0,0,437
2023,上海,综合,本科批,景德镇陶瓷大学,教育学类,艺术教育,436,34853.0,0,436
2023,上海,综合,本科批,景德镇陶瓷大学,外国语言文学类,日语,436,34853.0,0,436
2023,上海,综合,本科批,山东交通学院,法学类,法学,436,34853.0,0,439
2023,上海,综合,本科批,天津医科大学临床医学院,医学技术类,康复治疗学,436,34853.0,0,438
2023,上海,综合,本科批,山东交通学院,工商管理类,财务管理,436,34853.0,0,436
2023,上海,综合,本科批,东北石油大学,环境科学与工程类,环境工程（国家工程教育专业认证通过专业）,436,34853.0,0,438
2023,上海,综合,本科批,桂林理工大学,物流管理与工程类,物流管理,436,34853.0,0,438
2023,上海,综合,本科批,沈阳理工大学,仪器类,测控技术与仪器,436,34853.0,0,436
2023,上海,综合,本科批,南京理工大学紫金学院,工商管理类,会计学,436,34853.0,0,437
2023,上海,综合,本科批,湘南学院,护理学类,护理学,436,34853.0,0,436
2023,上海,综合,本科批,大连海洋大学,海洋工程类,船舶与海洋工程,436,34853.0,0,437
2023,上海,综合,本科批,济宁学院,生物工程类,生物制药,436,34853.0,0,437
2023,上海,综合,本科批,泉州师范学院,计算机类,物联网工程,436,34853.0,0,437
2023,上海,综合,本科批,沈阳理工大学,计算机类,智能科学与技术,436,34853.0,0,436
2023,上海,综合,本科批,沈阳理工大学,兵器类,智能无人系统技术,436,34853.0,0,436
2023,上海,综合,本科批,泉州师范学院,环境科学与工程类,环境科学,436,34853.0,0,439
2023,上海,综合,本科批,西北民族大学,历史学类,文物保护技术,436,34853.0,0,437
2023,上海,综合,本科批,河北地质大学,环境科学与工程类,环境工程,436,34853.0,0,437
2023,上海,综合,本科批,南京特殊教育师范学院,医学技术类,听力与言语康复学,436,34853.0,0,436
2023,上海,综合,本科批,湖南理工学院,经济与贸易类,国际经济与贸易,436,34853.0,0,437
2023,上海,综合,本科批,齐鲁医药学院,医学技术类,医学实验技术,436,34853.0,0,436
2023,上海,综合,本科批,北华大学,电气类,电气工程及其自动化,436,34853.0,0,436
2023,上海,综合,本科批,哈尔滨商业大学,化工与制药类,制药工程（南校区）,436,34853.0,0,438
2023,上海,综合,本科批,湖南理工学院,工商管理类,人力资源管理,436,34853.0,0,438
2023,上海,综合,本科批,哈尔滨商业大学,食品科学与工程类,食品科学与工程类（食品工程学院。含食品科学与工程、食品质量与安全专业）（北校区）,436,34853.0,0,437
2023,上海,综合,本科批,山东工商学院,金融学类,金融学,436,34853.0,0,436
2023,上海,综合,本科批,山西财经大学,电子商务类,电子商务,436,34853.0,0,436
2023,上海,综合,本科批,衡阳师范学院,马克思主义理论类,思想政治教育,436,34853.0,0,438
2023,上海,综合,本科批,沈阳理工大学,管理科学与工程类,信息管理与信息系统,436,34853.0,0,436
2023,上海,综合,本科批,河北工程大学,工商管理类,工商管理,436,34853.0,0,437
2023,上海,综合,本科批,河南工业大学,生物科学类,生物技术（中外合作办学）（中外合作办学）,436,34853.0,0,438
2023,上海,综合,本科批,北华航天工业学院,电子信息类,电子信息工程,436,34853.0,0,436
2023,上海,综合,本科批,赣南师范大学,教育学类,教育技术学,436,34853.0,0,436
2023,上海,综合,本科批,衡阳师范学院,经济与贸易类,国际经济与贸易,436,34853.0,0,436
2023,上海,综合,本科批,湖州学院,计算机类,软件工程,436,34853.0,0,437
2023,上海,综合,本科批,宜春学院,中国语言文学类,汉语言文学,436,34853.0,0,440
2023,上海,综合,本科批,淮南师范学院,电子信息类,人工智能,436,34853.0,0,437
2023,上海,综合,本科批,长沙学院,工商管理类,财务管理,437,34625.0,439,439
2023,上海,综合,本科批,沈阳理工大学,自动化类,机器人工程,437,34625.0,0,437
2023,上海,综合,本科批,东南大学成贤学院,电子商务类,电子商务,437,34625.0,0,437
2023,上海,综合,本科批,嘉兴南湖学院,管理科学与工程类,大数据管理与应用,437,34625.0,0,437
2023,上海,综合,本科批,衡阳师范学院,新闻传播学类,网络与新媒体,437,34625.0,0,439
2023,上海,综合,本科批,湖州学院,电气类,电气工程及其自动化,437,34625.0,0,438
2023,上海,综合,本科批,大连海洋大学,金融学类,经济与金融,437,34625.0,0,439
2023,上海,综合,本科批,湖南财政经济学院,金融学类,金融学,437,34625.0,0,440
2023,上海,综合,本科批,南京特殊教育师范学院,数学类,数学与应用数学,437,34625.0,0,439
2023,上海,综合,本科批,忻州师范学院,地理科学类,地理科学,437,34625.0,0,437
2023,上海,综合,本科批,山东工商学院,经济学类,经济学类（含经济学、能源经济专业）,437,34625.0,0,437
2023,上海,综合,本科批,嘉兴南湖学院,机械类,工业设计,437,34625.0,0,438
2023,上海,综合,本科批,大连海洋大学,能源动力类,能源与动力工程,437,34625.0,0,438
2023,上海,综合,本科批,南昌医学院,临床医学类,临床医学,437,34625.0,449,445
2023,上海,综合,本科批,河南理工大学,测绘类,测绘工程（导航方向）,437,34625.0,0,443
2023,上海,综合,本科批,河南理工大学,土木类,土木工程,437,34625.0,0,438
2023,上海,综合,本科批,西北师范大学,外国语言文学类,日语,437,34625.0,0,441
2023,上海,综合,本科批,湖南文理学院,食品科学与工程类,食品科学与工程,437,34625.0,0,438
2023,上海,综合,本科批,西北师范大学,统计学类,统计学,437,34625.0,0,441
2023,上海,综合,本科批,齐齐哈尔医学院,心理学类,应用心理学,437,34625.0,0,437
2023,上海,综合,本科批,西藏大学,护理学类,护理学,437,34625.0,0,437
2023,上海,综合,本科批,北华航天工业学院,物流管理与工程类,物流管理,437,34625.0,0,437
2023,上海,综合,本科批,华北水利水电大学,土木类,建筑环境与能源应用工程,437,34625.0,0,438
2023,上海,综合,本科批,滁州学院,工商管理类,市场营销,437,34625.0,0,437
2023,上海,综合,本科批,湖南理工学院,法学类,法学,437,34625.0,0,439
2023,上海,综合,本科批,赣南医科大学,医学技术类,智能医学工程,437,34625.0,0,437
2023,上海,综合,本科批,西南科技大学,外国语言文学类,日语（外语语种为英语、日语、西班牙语；大一在西山校区，大二起在校本部青义校区）,437,34625.0,0,438
2023,上海,综合,本科批,赣南医科大学,法学类,法学,437,34625.0,0,439
2023,上海,综合,本科批,江西中医药大学,中药学类,中药制药,437,34625.0,0,441
2023,上海,综合,本科批,沈阳理工大学,电气类,电气工程及其自动化,438,34431.0,0,438
2023,上海,综合,本科批,沈阳理工大学,工商管理类,会计学,438,34431.0,0,438
2023,上海,综合,本科批,黑龙江大学,管理科学与工程类,信息管理与信息系统,438,34431.0,0,438
2023,上海,综合,本科批,淮南师范学院,外国语言文学类,商务英语（语种:英语）,438,34431.0,0,441
2023,上海,综合,本科批,黑龙江大学,电子商务类,电子商务,438,34431.0,0,439
2023,上海,综合,本科批,辽宁师范大学,工商管理类,国际商务（中英文授课）,438,34431.0,0,443
2023,上海,综合,本科批,湖南工业大学,经济与贸易类,国际经济与贸易,438,34431.0,0,440
2023,上海,综合,本科批,大连交通大学,工商管理类,工商管理,438,34431.0,0,440
2023,上海,综合,本科批,上海师范大学天华学院,外国语言文学类,英语（上海市一流本科专业建设点，英语教育方向。与美国北亚利桑那大学联合培养，学生如满足条件，可赴美学习一年；达到要求，可另获合作院校的学位证书；符合要求的本科毕业生可申请攻读美国的硕士研究生）,438,34431.0,0,439
2023,上海,综合,本科批,重庆工商大学,电子商务类,电子商务,438,34431.0,0,444
2023,上海,综合,本科批,南京师范大学泰州学院,教育学类,学前教育（师范）,438,34431.0,0,439
2023,上海,综合,本科批,安徽工程大学,机械类,材料成型及控制工程,438,34431.0,0,438
2023,上海,综合,本科批,淮南师范学院,工商管理类,会计学,438,34431.0,0,439
2023,上海,综合,本科批,太原科技大学,机械类,机械设计制造及其自动化（南校区）,438,34431.0,0,438
2023,上海,综合,本科批,江西农业大学,公共管理类,土地资源管理（土地整治方向）,438,34431.0,0,441
2023,上海,综合,本科批,中北大学,经济与贸易类,国际经济与贸易,438,34431.0,0,439
2023,上海,综合,本科批,长春理工大学,新闻传播学类,广告学,438,34431.0,0,438
2023,上海,综合,本科批,河北地质大学,材料类,材料类（料科学与工程专业）,438,34431.0,0,441
2023,上海,综合,本科批,湖北中医药大学,药学类,药学,438,34431.0,0,438
2023,上海,综合,本科批,南昌工程学院,电气类,电气工程及其自动化,438,34431.0,0,438
2023,上海,综合,本科批,沈阳理工大学,材料类,粉体材料科学与工程,438,34431.0,0,438
2023,上海,综合,本科批,湖南财政经济学院,工商管理类,财务管理,438,34431.0,0,439
2023,上海,综合,本科批,江西理工大学,管理科学与工程类,应急管理（语种:不限在赣州红旗校区）,438,34431.0,0,439
2023,上海,综合,本科批,江西理工大学,土木类,土木类（含土木工程、建筑环境与能源应用工程专业）（语种:不限在赣州三江校区）,438,34431.0,0,438
2023,上海,综合,本科批,东北石油大学,经济与贸易类,国际经济与贸易,438,34431.0,0,438
2023,上海,综合,本科批,东北石油大学,化学类,化学,438,34431.0,0,438
2023,上海,综合,本科批,沈阳理工大学,电子信息类,电子信息工程,438,34431.0,0,438
2023,上海,综合,本科批,苏州城市学院,计算机类,物联网工程,438,34431.0,0,439
2023,上海,综合,本科批,苏州城市学院,机械类,机械工程,438,34431.0,0,439
2023,上海,综合,本科批,大连大学,机械类,工业设计,438,34431.0,0,438
2023,上海,综合,本科批,景德镇陶瓷大学,工商管理类,工商管理类（含工商管理、市场营销、会计学、财务管理专业）,438,34431.0,0,440
2023,上海,综合,本科批,滁州学院,经济与贸易类,国际经济与贸易,438,34431.0,0,440
2023,上海,综合,本科批,嘉兴南湖学院,电气类,电气工程及其自动化,438,34431.0,0,438
2023,上海,综合,本科批,华北水利水电大学,经济学类,经济学,438,34431.0,0,444
2023,上海,综合,本科批,河南理工大学,电子信息类,通信工程,438,34431.0,0,438
2023,上海,综合,本科批,华北水利水电大学,工商管理类,市场营销,438,34431.0,0,442
2023,上海,综合,本科批,湖南文理学院,中国语言文学类,汉语言文学（师范类）,438,34431.0,0,439
2023,上海,综合,本科批,北华大学,新闻传播学类,网络与新媒体,438,34431.0,0,438
2023,上海,综合,本科批,沈阳工业大学,金融学类,金融学,438,34431.0,0,438
2023,上海,综合,本科批,辽宁科技大学,数学类,数据计算及应用,438,34431.0,0,438
2023,上海,综合,本科批,泉州师范学院,生物科学类,生物科学,438,34431.0,0,440
2023,上海,综合,本科批,徐州工程学院,管理科学与工程类,工程管理,439,34170.0,0,439
2023,上海,综合,本科批,上海视觉艺术学院,工商管理类,文化产业管理,439,34170.0,0,449
2023,上海,综合,本科批,天津职业技术师范大学,教育学类,教育技术学,439,34170.0,0,439
2023,上海,综合,本科批,东北石油大学,能源动力类,能源与动力工程（国家级一流专业建设点）,439,34170.0,0,440
2023,上海,综合,本科批,上海师范大学天华学院,心理学类,应用心理学（上海市一流本科专业建设点，上海市应用型本科试点专业。与美国北亚利桑那大学联合培养，中外教双语教学。学生如满足条件，可赴美国北亚利桑那大学学习一年；达到要求，可另获合作院校的学位证书；符合要求的本科生毕业后可申请攻读美国大学硕士研究生）（中外合作办学）,439,34170.0,0,443
2023,上海,综合,本科批,天津职业技术师范大学,工商管理类,财务会计教育,439,34170.0,0,441
2023,上海,综合,本科批,江西科技师范大学,旅游管理类,旅游管理（含职教师范）,439,34170.0,0,441
2023,上海,综合,本科批,江苏科技大学苏州理工学院,物流管理与工程类,物流管理,439,34170.0,0,441
2023,上海,综合,本科批,无锡学院,电气类,电气工程及其自动化,439,34170.0,0,444
2023,上海,综合,本科批,南华大学,电子商务类,电子商务（语种:不限在雨母校区）,439,34170.0,0,440
2023,上海,综合,本科批,上海师范大学天华学院,工商管理类,国际商务（与美国北亚利桑那大学联合培养，中外教双语教学。学生如满足条件，可赴美学习1-2年；达到要求，可另获合作院校的学位证书；符合要求的本科毕业生可被合作大学优先录取攻读硕士研究生）（中外合作办学）,439,34170.0,0,441
2023,上海,综合,本科批,厦门理工学院,电子信息类,人工智能,439,34170.0,0,440
2023,上海,综合,本科批,淮南师范学院,经济与贸易类,国际经济与贸易,439,34170.0,0,440
2023,上海,综合,本科批,黑龙江大学,计算机类,网络工程,439,34170.0,0,439
2023,上海,综合,本科批,大连交通大学,土木类,土木工程,439,34170.0,0,439
2023,上海,综合,本科批,大连交通大学,机械类,机械工程,439,34170.0,0,439
2023,上海,综合,本科批,南华大学,经济与贸易类,国际经济与贸易（语种:不限在雨母校区）,439,34170.0,0,440
2023,上海,综合,本科批,北方民族大学,法学类,法学,439,34170.0,0,439
2023,上海,综合,本科批,河南理工大学,机械类,机械类（含机械设计制造及其自动化、车辆工程专业）,439,34170.0,0,440
2023,上海,综合,本科批,宿迁学院,工商管理类,市场营销,439,34170.0,0,439
2023,上海,综合,本科批,宿迁学院,公共管理类,劳动与社会保障,439,34170.0,0,439
2023,上海,综合,本科批,嘉兴大学,计算机类,数据科学与大数据技术,439,34170.0,0,440
2023,上海,综合,本科批,嘉兴南湖学院,自动化类,自动化,439,34170.0,0,439
2023,上海,综合,本科批,嘉兴南湖学院,计算机类,网络工程,439,34170.0,0,439
2023,上海,综合,本科批,西南科技大学,管理科学与工程类,工程管理（语种:不限在青义校区）,439,34170.0,0,440
2023,上海,综合,本科批,湖北中医药大学,电子信息类,医学信息工程,439,34170.0,0,439
2023,上海,综合,本科批,广东海洋大学,大气科学类,大气科学（无色盲）,439,34170.0,0,439
